x1,x2,x3,x4,x5,y,t
1.308518452,0.88141692,0.887442318,-0.732448881,1.256820832,-0.756896159,1
1.131644509,-0.553404329,1.523852017,-0.683225943,-1.842031838,-1.439283815,1
1.101525986,-0.11951878,0.976921565,-0.754202163,-1.261770012,0.519018716,1
1.231871789,-1.407268563,-1.561030511,-1.925586891,-2.794472298,-2.472024312,1
-1.039104383,-2.169407958,-0.035605485,-2.23641735,-1.094273419,-2.464210358,0
2.332061996,0.345124241,0.052805675,-1.62075198,-0.245597666,-2.76531599,1
0.048108563,-1.605180796,0.126180681,1.191232457,-0.348258119,-0.393730811,1
-0.197236368,-2.042096415,-1.399233869,1.057695101,-0.661550647,-0.302543127,0
-0.929711634,-0.692583116,-0.057466127,-1.158415911,0.126516506,-1.146506748,0
-1.360007677,0.774000002,-1.057055777,1.320268319,-0.010032653,2.109028085,0
-0.845644428,0.91146061,-1.374496879,-0.547065645,-7.55E-05,-1.159874653,0
-0.121166803,-2.008585468,-0.920646543,0.168234342,-1.319891559,-1.559460611,1
1.266429299,0.495180889,-0.514240391,-0.220292465,1.861564124,-2.534463786,1
0.935988451,0.380219145,-1.41551877,1.629611319,1.052401069,1.494572183,0
-0.148405388,-0.549698069,-0.187903939,-1.201936681,-0.470785558,-0.686074489,0
0.763160514,-1.807621277,-0.314074374,0.113755973,0.103568037,0.452030467,0
-1.178936954,-1.182152891,1.089165382,-1.224529093,1.008650956,-2.475467244,0
-0.482365315,1.07979635,-0.421078505,-1.166471321,0.856554856,-1.775384339,1
-0.017391222,1.448576585,0.892200085,-0.229426629,-0.449667602,0.919456196,1
0.023372343,0.190210018,-0.881748527,0.841939573,-0.397363492,0.610361808,0
-0.423027745,-0.540688337,0.231017267,-0.692052602,0.13497011,-1.113158107,0
2.766603071,-0.05360946,-0.434004738,-1.667689228,0.050221925,-0.045793931,1
-1.109230943,-0.375558119,0.151607594,-1.73098945,0.157462752,-1.820670673,1
0.304515175,-1.29710002,-0.392309192,-1.830666362,1.575500936,-4.771098216,1
0.330563277,-0.179588501,-0.163435831,1.131443608,-0.094165552,0.419496739,1
0.330816771,1.51862956,-0.346167148,-1.092635325,-0.824500575,0.362493057,0
1.428663834,0.091428309,-0.502331288,0.97364438,0.997957386,0.616635182,1
-0.475647768,-0.971936837,-1.570528601,-1.793888921,-0.264986452,-1.294987572,0
-0.893195947,1.85847441,0.058537755,-1.942149543,1.418729276,-0.061801986,1
0.161710309,0.70497948,0.682034777,0.296556567,0.52334263,-0.034506291,0
0.238760672,-1.106385906,0.366732198,1.023905505,-0.210056413,1.041846754,1
0.551302218,0.419589145,1.815652064,-0.252750301,-0.292004163,-0.577243525,0
-0.11693174,-0.102391075,-2.272617711,-0.642609841,0.299885067,-0.321315918,1
-0.008256515,-0.799339154,-0.664779252,-0.355613128,-0.801571781,-1.619623382,1
-0.51305061,-0.539390119,0.895370847,1.016391269,0.933585094,0.454643251,0
0.426701799,-0.708322484,0.95983045,-0.314250587,0.023052208,-0.093951868,1
1.338220532,0.083992856,0.24728403,-1.412779486,0.487009294,-0.363376413,1
-0.980006647,1.011939656,-0.184599177,-2.236168842,-0.358020103,-1.842968941,1
-0.228034538,0.485475226,0.670512391,-0.327764245,1.012868195,0.568408266,1
-3.167055329,-0.713988998,-1.112364271,-1.254183511,0.959706371,1.523804834,0
0.829170399,-0.77577002,1.178057004,0.101466892,-0.421684101,0.967345068,1
-0.692922796,-0.778271726,0.472774857,0.650154901,0.238501212,1.638179512,0
-2.050217677,0.296358656,0.565396564,-0.669205605,0.043250543,-1.340288113,0
-1.863884299,-1.229969062,-0.324235348,-0.309751144,0.351679372,2.274604682,0
-1.186925387,-0.341206065,-0.48977978,0.528010474,1.421042768,-1.193174186,0
1.72092032,-1.568440047,-0.048014192,-1.11252931,-0.064744951,-0.654525225,1
0.42291928,0.081490899,-0.049011699,1.483039175,0.720989392,0.135319909,1
-0.272654462,0.024211361,0.870897807,0.609790506,-0.425076104,2.237477696,0
-1.775242841,-1.184657493,0.145979225,-1.786526853,-0.152394498,-2.877940902,0
-0.453569176,0.999252803,-1.318043823,-1.931768979,-0.419640742,-1.377371298,0
0.634763132,1.069918599,-0.909327017,0.470263748,-1.111430448,1.155175685,1
-0.748827466,0.567594726,0.718150543,-0.999380749,0.474898323,0.278946765,1
-1.868499813,-0.202658907,-1.134248026,-0.80769934,-1.276077352,0.800033713,0
0.553626395,0.55387447,-0.691200445,0.375582306,0.261272553,0.068787214,1
-0.128451754,2.1581702,-0.840878617,0.014305091,-0.382387029,0.443984425,1
-0.371780015,0.159412004,-0.2943957,-0.86042676,0.124227498,-1.516755881,0
1.182331647,0.94276638,0.203044488,-0.735396814,0.1864296,-1.327815757,1
1.084643023,1.191189262,0.35968706,-0.3643572,-0.202752749,1.007657338,1
0.772045927,0.686346215,-1.757699612,0.658617565,0.71128834,-1.528397286,1
-0.887191425,-0.764981116,-0.757164098,-0.680262803,-1.416749587,0.194558412,0
0.31309193,-0.785719399,-0.070383836,-0.497568783,0.255177521,-0.582141744,1
-1.010617036,0.245265375,0.389781016,0.827594585,1.967769089,1.462578955,0
-2.09210177,0.320314334,-0.709162842,-1.925058673,0.841630623,-2.306545295,0
1.332199884,-0.39162771,0.210916296,-0.06407674,0.434197668,0.151681131,1
0.880535749,0.344937336,0.345769929,1.259736543,-0.164662222,1.486340137,0
0.923064571,-0.822000422,1.607084947,0.737825392,-0.403759534,-0.234836075,1
-2.114548147,-0.000310717,-1.181809409,0.299634603,1.451168823,-0.079084218,0
0.160059793,-0.178012614,0.342205404,0.285650196,-2.362864108,-0.003392116,0
0.240936864,0.620277356,-0.259341634,0.978559078,-0.127674575,1.578019577,1
0.766998762,2.273105107,-0.096391129,-1.942132166,-0.336591724,1.242025344,1
-1.725890005,0.611237826,1.309350974,0.695879662,0.320308213,0.177817348,1
-0.644925458,1.575649746,0.753276212,0.284469557,0.204860319,0.214764181,0
0.111627359,0.452216424,-0.613327179,1.525249934,0.152339753,1.225788098,1
0.60005445,-0.433567278,0.374918534,-2.281752426,-1.118298878,-1.163175988,1
-0.031413153,-1.32247311,2.439414064,-1.668081314,0.345900749,-0.308924219,0
1.655773153,0.481287059,-0.310227553,-0.552144084,0.673255489,0.038798897,1
-0.800270681,-0.11948611,0.691198606,-0.307879027,0.08751001,-0.824028079,1
-0.304086293,-0.969797604,1.189150485,1.393066241,-0.316699954,0.748164142,0
-0.265576159,-0.177899339,0.538803274,-0.905300265,-0.088525306,-2.37748164,1
0.262959055,0.642042149,-2.780837275,0.40340321,0.345846762,-0.205342151,0
1.007728237,-0.526264015,-0.518353205,1.202516587,-1.563156706,2.638239886,0
1.629090291,2.555894459,0.477451685,0.814098474,-1.489581707,1.822847584,1
-0.694559787,1.057862547,0.361815347,-0.181427463,0.232869132,1.183153691,1
0.506976484,-0.293095701,-0.028945945,-0.036307375,-1.052278981,1.012833793,1
0.323594628,1.803585915,1.73196213,-1.476399296,0.57063122,-1.206831546,0
0.675503781,-0.410510463,-0.964200035,-1.320814314,-0.444703779,0.550897372,1
0.350009137,-0.158058176,-0.610933088,-1.249156631,0.350716258,-3.585874829,1
1.066542447,-0.926921972,0.448428964,-1.879475244,-0.657466109,-1.245096813,1
0.72960412,-1.117767209,-0.604436725,1.417966828,-0.73284398,0.164418541,1
-0.853944819,0.575848362,1.954733563,-0.239669947,0.76873586,0.215705914,1
1.34576918,0.325552163,-0.269917901,-0.876326739,-1.425210961,-2.038398495,1
1.111701745,0.180957146,1.332800942,0.988925316,-0.61697052,-0.383263283,0
-1.1868867,0.412669583,-0.632506884,0.376689141,-0.731151938,1.033381373,0
-0.861225253,-0.14099081,0.93410062,0.306539895,1.178375149,0.676409552,0
-1.233561703,-1.057077142,-0.089163699,2.165701383,0.674286114,0.204115095,0
-1.066612742,-0.076140453,0.220714791,-0.568685746,0.613274991,-0.243762655,0
-0.156446138,-0.299330718,1.260256787,-1.709660902,-0.961805342,-0.394230427,0
-0.817308981,-0.84768107,-0.728753045,0.488475958,1.096532828,-0.83981623,1
0.916041261,-1.019562127,-0.107417899,0.452265213,0.240002952,0.860308212,1
1.3057474,-0.675334236,0.156319421,-0.393230715,0.251075019,-0.669149127,1
-1.078896913,-0.928937721,-0.73011086,-0.563669311,1.547923266,-0.516579929,1
1.175401914,-0.212649671,0.172933294,-1.594436018,-0.179292347,-0.714213441,1
0.159614713,1.145684213,0.32680472,0.432890059,0.29776289,1.172172455,1
0.26900119,-1.396759176,-0.416757668,1.434886799,0.823896443,-0.075102146,1
0.494234499,0.066715309,0.659441396,-0.944889409,-1.580059562,-1.553090219,0
-0.382086552,0.537923058,0.107829882,1.013958679,0.351450517,0.966434915,1
0.044842196,1.327484954,1.132375778,-0.098091301,-1.103049861,-0.314095278,1
-0.907361492,-0.161451138,-0.366811384,1.65776233,-1.680134149,1.843417402,1
-0.064257787,-1.066226487,0.116801869,0.382264833,-0.404896974,0.483383438,0
0.530481414,-0.198626941,-0.179395613,-0.417888725,0.650824289,-0.390646238,1
0.138501464,1.57323963,1.270024877,0.553774608,-2.159441646,-1.757592613,0
-1.484328312,0.986250573,-0.47563856,0.234843758,-0.6304754,1.97569453,1
0.517886631,0.957989944,-1.20962774,-0.813571425,-1.663728413,0.732244742,0
0.233407312,-1.665280421,-0.366081695,0.519611147,2.058092935,-0.436314068,1
0.368418342,1.252884742,0.259158843,0.309243409,-0.210922898,-1.241355633,0
-0.383270133,1.174378152,0.374674353,0.336296345,-0.60817526,1.156985148,1
-0.345041731,2.067490483,-0.06750183,1.32616806,-0.520251711,1.075584038,0
0.801544172,0.289795599,-0.403713105,0.648562899,-1.543443909,-0.92530767,0
0.574621429,0.786903222,0.273073188,1.310923697,-0.068100455,1.99191551,0
-0.149139185,0.355039529,0.867706253,0.569840514,-0.226613075,1.183193382,1
-0.995227845,0.663479256,-0.789571274,-0.818275368,-0.654643176,-0.846332129,0
0.057708807,-0.796296464,-1.135688037,-0.658841944,-0.18333181,-1.396765653,0
0.454284468,0.067266911,-1.080462095,0.228662132,0.322755521,1.017657532,1
-0.45496319,-0.796246059,-0.796630154,-0.531812317,2.214242036,-1.410133814,1
-0.889072409,0.265999167,-0.714102596,-0.505983116,-0.706136439,-1.442435924,0
0.801202386,0.379107829,-0.129343801,0.502934947,0.743465695,-0.753700827,1
-0.850715046,0.547252413,-0.717631684,0.837935227,0.740198479,-0.258883975,0
0.403703051,-0.209926341,-0.526109263,-0.263628699,0.769154764,1.133055132,1
-0.682331046,0.04967124,-1.747629169,0.260374659,-1.035528417,-0.024096761,0
-1.318136732,0.518714882,0.21033753,-0.44337749,-0.302095676,0.69696835,0
2.271033767,-0.194144293,-0.201216028,0.652305279,0.087212337,0.022160207,1
0.98742845,0.277448802,0.761089143,0.443330413,0.645303765,0.657935118,1
-0.04265297,0.222527777,-0.271035493,0.604169507,-1.346038685,0.250521878,1
0.72613629,0.99802535,0.741761778,-0.10409772,0.505229211,0.581987203,1
-0.776578668,0.837102214,-1.099215291,0.593731121,0.532657395,0.216073217,0
0.406727836,-0.447083644,0.760166233,-1.837264863,0.777221812,-1.461070276,0
0.19143791,1.050958673,0.200048985,1.838190147,-0.941819333,0.766380803,1
0.609407319,-0.886004489,-0.12638618,0.742372588,0.625430326,0.695899887,1
2.07953868,-0.351406733,1.286001344,-0.254300187,-0.700900088,-1.640814704,1
-1.622953561,0.162670626,-0.521305606,0.84751737,-0.528400755,1.605736976,0
-0.476601558,0.354655276,1.721215798,-1.088649881,1.017612805,0.410311882,1
0.8741053,-0.22094597,0.675416285,-0.284276426,2.371388454,-0.734702482,1
-0.112095292,0.080414094,-0.325791609,-1.693454048,-0.26315338,-0.105128312,0
0.232036972,1.500922622,0.491957128,-0.189382188,0.059943193,1.790398136,0
0.327340366,-0.378966059,0.682237017,1.625088158,-0.363148738,2.96725391,1
1.207530266,0.876326304,0.537244861,0.111925619,0.337783871,-0.569481082,1
-0.217393174,1.836868504,-0.718403156,1.134944694,1.549721721,3.409418906,1
-0.323134333,1.165846959,0.143981346,0.062359789,-0.074563693,0.346926192,0
-1.613731101,0.547923958,1.443551764,-0.704720423,0.847338658,-0.714439172,0
-0.085205392,-1.092689275,0.997889966,1.686036831,-0.794252359,-0.14740393,1
0.215801696,-1.439735708,-0.042007319,0.486066403,1.752909606,-1.555488781,1
1.557573716,1.642498342,-0.527091942,-0.245165068,-1.664305425,1.276492529,1
-0.715155508,-1.451829202,0.365536897,-0.696990005,-1.10142227,-2.113195648,1
-0.355414436,-1.184876956,0.30901682,0.284447494,-0.31571259,-1.185262113,0
-0.73067548,-1.339441375,0.555356605,0.22872074,0.464315464,-0.593782574,1
-0.306435381,-0.217923506,1.441999149,-0.600584865,-0.312644023,0.206753028,1
0.743892083,0.302911297,-2.046622207,-1.68788673,-0.660831267,-2.54990317,0
0.910299664,0.671673078,0.519523361,0.627744096,-0.968944755,1.417429845,1
0.601047093,-0.921283697,0.947299202,-0.510565134,0.281626078,-1.96281574,1
-1.874498404,-1.348888912,1.090677438,0.69174387,-1.217936773,1.199936061,1
1.285591722,-1.090784429,0.019961104,-0.480100622,-0.923415197,1.031636494,0
1.167940562,1.684981496,0.178274217,1.525998917,-0.281215053,1.774716167,0
0.108308598,0.131489256,-1.156708889,0.499456892,0.70969314,0.009747195,0
-0.173473635,-1.691751168,0.367705494,-1.515013514,-0.811269834,-0.014113137,0
0.131421292,-0.769662464,0.253676651,-0.226210255,-1.630496511,-0.390290525,1
0.167971561,0.58657968,1.012400243,-0.366568075,-0.061483679,-0.23313333,1
-1.495108669,1.964889405,1.505008189,-0.031834018,-0.124841773,-0.29326141,0
-2.930222844,1.035262563,0.562861181,0.81281187,-0.405248155,-0.05170694,0
-0.469428825,-1.235418646,0.77800973,1.252153879,1.123882877,1.554365577,0
0.187257576,-0.326651702,-1.051970423,-0.70175052,0.467550474,-0.589863206,1
-0.284553375,1.641404185,1.152356031,-0.601809132,-1.215662064,-0.210027707,0
-0.548418343,1.065382946,-0.523922408,0.545987985,-0.565880119,0.204208395,0
0.343164157,0.528141973,0.985833246,1.433240131,1.310228935,1.084712017,1
-0.530171509,-0.147018736,-1.173525095,-0.235685288,0.024317145,1.213454859,0
-0.403959935,-0.503584568,1.032080178,0.907482945,0.399122048,0.616444226,0
-1.277510604,0.2009309,-0.384231571,1.315727461,-1.802290747,1.023901205,0
-0.558823691,-0.586650308,-0.466574032,0.957578748,-2.352358411,-0.054391426,1
-0.208052176,0.850720674,0.980117506,-0.549077861,-0.679778149,0.875565561,0
0.346213573,0.15103669,0.069403115,-3.801378197,-1.127172205,-1.737931497,0
-0.863223063,0.643009862,-1.440759705,-1.046627561,-0.154384006,-2.272873282,1
-1.287595177,0.642853905,-0.39140368,1.832905932,-0.629718717,1.930225247,0
-0.576283203,0.804438289,-0.655336927,1.51156832,0.482914942,1.596303414,1
-0.303879939,-0.160797997,2.850707737,0.488654359,0.150477016,0.425841114,1
-0.132576755,1.037162033,-1.518326314,-0.181188023,-2.833657456,1.610037723,0
-0.533407626,0.847926813,1.382230839,0.605970238,0.639968591,1.327138917,1
-1.71590149,-0.678373811,1.474405016,-0.52386001,-0.135982402,-3.004493534,0
-0.805561986,-0.933751485,-0.470269226,-0.661055966,0.957501796,-1.786314437,0
0.215369598,1.018883826,-1.387237503,1.225453148,0.021456224,2.107077235,1
1.839348384,-0.052776138,-1.493401815,1.284220628,-0.136488238,1.074491738,1
-2.15211508,0.145194681,0.231228126,1.076112743,-3.587493831,3.041461397,0
1.148869475,-0.474596755,1.926247908,-1.718281001,0.545338902,-4.019935175,0
